NAME,Age,Minority,Output,Population
Connecticut,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,612175
Connecticut,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,2129
Connecticut,Age 45 to 59 years,Other,Estimate,197580
Connecticut,Age 45 to 59 years,Other,Margin of Error,1182
Connecticut,Age 60 to 64 years,Total persons,Estimate,223275
Connecticut,Age 60 to 64 years,Total persons,Margin of Error,2427
Connecticut,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,182355
Connecticut,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,2047
Connecticut,Age 60 to 64 years,Other,Estimate,40920
Connecticut,Age 60 to 64 years,Other,Margin of Error,1104
Connecticut,Age 65 to 74 years,Total persons,Estimate,303960
Connecticut,Age 65 to 74 years,Total persons,Margin of Error,276
Connecticut,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,254340
Connecticut,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,87
Connecticut,Age 65 to 74 years,Other,Estimate,49620
Connecticut,Age 65 to 74 years,Other,Margin of Error,293
Connecticut,Age 75 years and over,Total persons,Estimate,251065
Connecticut,Age 75 years and over,Total persons,Margin of Error,255
Connecticut,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,221120
Connecticut,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,84
Connecticut,Age 75 years and over,Other,Estimate,29945
Connecticut,Age 75 years and over,Other,Margin of Error,266
Delaware,"Total, all ages",Total persons,Estimate,934695
Delaware,"Total, all ages","White alone, not Hispanic/Latino",Estimate,593565
Delaware,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,330
Delaware,"Total, all ages",Other,Estimate,341130
Delaware,"Total, all ages",Other,Margin of Error,330
Delaware,Age 0 to 16 years,Total persons,Estimate,181655
Delaware,Age 0 to 16 years,Total persons,Margin of Error,642
Delaware,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,91065
Delaware,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,482
Delaware,Age 0 to 16 years,Other,Estimate,90590
Delaware,Age 0 to 16 years,Other,Margin of Error,466
Delaware,Age 16 and 17 years,Total persons,Estimate,22535
Delaware,Age 16 and 17 years,Total persons,Margin of Error,634
Delaware,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,12550
Delaware,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,460
Delaware,Age 16 and 17 years,Other,Estimate,9985
Delaware,Age 16 and 17 years,Other,Margin of Error,440
Delaware,Age 18 to 20 years,Total persons,Estimate,39815
Delaware,Age 18 to 20 years,Total persons,Margin of Error,706
Delaware,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,22825
Delaware,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,585
Delaware,Age 18 to 20 years,Other,Estimate,16990
Delaware,Age 18 to 20 years,Other,Margin of Error,477
Delaware,Age 21 to 24 years,Total persons,Estimate,49775
Delaware,Age 21 to 24 years,Total persons,Margin of Error,733
Delaware,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,27070
Delaware,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,573
Delaware,Age 21 to 24 years,Other,Estimate,22705
Delaware,Age 21 to 24 years,Other,Margin of Error,490
Delaware,Age 25 to 34 years,Total persons,Estimate,122685
Delaware,Age 25 to 34 years,Total persons,Margin of Error,181
Delaware,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,71785
Delaware,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,186
Delaware,Age 25 to 34 years,Other,Estimate,50900
Delaware,Age 25 to 34 years,Other,Margin of Error,275
Delaware,Age 35 to 44 years,Total persons,Estimate,110465
Delaware,Age 35 to 44 years,Total persons,Margin of Error,193
Delaware,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,64945
Delaware,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,76
Delaware,Age 35 to 44 years,Other,Estimate,45520
Delaware,Age 35 to 44 years,Other,Margin of Error,209
Delaware,Age 45 to 59 years,Total persons,Estimate,195635
Delaware,Age 45 to 59 years,Total persons,Margin of Error,1190
Delaware,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,134820
Delaware,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,926
Delaware,Age 45 to 59 years,Other,Estimate,60815
Delaware,Age 45 to 59 years,Other,Margin of Error,650
Delaware,Age 60 to 64 years,Total persons,Estimate,58295
Delaware,Age 60 to 64 years,Total persons,Margin of Error,1195
Delaware,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,44160
Delaware,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,924
Delaware,Age 60 to 64 years,Other,Estimate,14135
Delaware,Age 60 to 64 years,Other,Margin of Error,632
Delaware,Age 65 to 74 years,Total persons,Estimate,90855
Delaware,Age 65 to 74 years,Total persons,Margin of Error,107
Delaware,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,72105
Delaware,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,185
Delaware,Age 65 to 74 years,Other,Estimate,18750
Delaware,Age 65 to 74 years,Other,Margin of Error,200
Delaware,Age 75 years and over,Total persons,Estimate,62980
Delaware,Age 75 years and over,Total persons,Margin of Error,93
Delaware,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,52240
Delaware,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,32
Delaware,Age 75 years and over,Other,Estimate,10740
Delaware,Age 75 years and over,Other,Margin of Error,96
District of Columbia,"Total, all ages",Total persons,Estimate,659010
District of Columbia,"Total, all ages","White alone, not Hispanic/Latino",Estimate,235720
District of Columbia,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,322
District of Columbia,"Total, all ages",Other,Estimate,423285
District of Columbia,"Total, all ages",Other,Margin of Error,321
District of Columbia,Age 0 to 16 years,Total persons,Estimate,104230
District of Columbia,Age 0 to 16 years,Total persons,Margin of Error,405
District of Columbia,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,21620
District of Columbia,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,168
District of Columbia,Age 0 to 16 years,Other,Estimate,82610
District of Columbia,Age 0 to 16 years,Other,Margin of Error,398
District of Columbia,Age 16 and 17 years,Total persons,Estimate,10455
District of Columbia,Age 16 and 17 years,Total persons,Margin of Error,387
District of Columbia,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,1380
District of Columbia,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,124
District of Columbia,Age 16 and 17 years,Other,Estimate,9075
District of Columbia,Age 16 and 17 years,Other,Margin of Error,367
District of Columbia,Age 18 to 20 years,Total persons,Estimate,34275
District of Columbia,Age 18 to 20 years,Total persons,Margin of Error,806
District of Columbia,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,12550
District of Columbia,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,500
District of Columbia,Age 18 to 20 years,Other,Estimate,21725
District of Columbia,Age 18 to 20 years,Other,Margin of Error,581
District of Columbia,Age 21 to 24 years,Total persons,Estimate,47055
District of Columbia,Age 21 to 24 years,Total persons,Margin of Error,816
District of Columbia,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,18900
District of Columbia,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,518
District of Columbia,Age 21 to 24 years,Other,Estimate,28155
District of Columbia,Age 21 to 24 years,Other,Margin of Error,617
District of Columbia,Age 25 to 34 years,Total persons,Estimate,149225
District of Columbia,Age 25 to 34 years,Total persons,Margin of Error,159
District of Columbia,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,74690
District of Columbia,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,137
District of Columbia,Age 25 to 34 years,Other,Estimate,74530
District of Columbia,Age 25 to 34 years,Other,Margin of Error,191
District of Columbia,Age 35 to 44 years,Total persons,Estimate,92780
District of Columbia,Age 35 to 44 years,Total persons,Margin of Error,136
District of Columbia,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,37545
District of Columbia,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,119
District of Columbia,Age 35 to 44 years,Other,Estimate,55235
District of Columbia,Age 35 to 44 years,Other,Margin of Error,193
District of Columbia,Age 45 to 59 years,Total persons,Estimate,112990
District of Columbia,Age 45 to 59 years,Total persons,Margin of Error,904
District of Columbia,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,33885
District of Columbia,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,474
District of Columbia,Age 45 to 59 years,Other,Estimate,79105
District of Columbia,Age 45 to 59 years,Other,Margin of Error,690
District of Columbia,Age 60 to 64 years,Total persons,Estimate,32840
District of Columbia,Age 60 to 64 years,Total persons,Margin of Error,896
District of Columbia,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,10430
District of Columbia,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,481
District of Columbia,Age 60 to 64 years,Other,Estimate,22405
District of Columbia,Age 60 to 64 years,Other,Margin of Error,673
District of Columbia,Age 65 to 74 years,Total persons,Estimate,42680
District of Columbia,Age 65 to 74 years,Total persons,Margin of Error,67
District of Columbia,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,14970
District of Columbia,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,50
District of Columbia,Age 65 to 74 years,Other,Estimate,27710
District of Columbia,Age 65 to 74 years,Other,Margin of Error,81
District of Columbia,Age 75 years and over,Total persons,Estimate,32485
District of Columbia,Age 75 years and over,Total persons,Margin of Error,68
District of Columbia,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,9755
District of Columbia,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,41
District of Columbia,Age 75 years and over,Other,Estimate,22730
District of Columbia,Age 75 years and over,Other,Margin of Error,88
Florida,"Total, all ages",Total persons,Estimate,19934450
Florida,"Total, all ages","White alone, not Hispanic/Latino",Estimate,11080425
Florida,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,2713
Florida,"Total, all ages",Other,Estimate,8854025
Florida,"Total, all ages",Other,Margin of Error,2713
Florida,Age 0 to 16 years,Total persons,Estimate,3595150
Florida,Age 0 to 16 years,Total persons,Margin of Error,3198
Florida,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,1542080
Florida,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,2267
Florida,Age 0 to 16 years,Other,Estimate,2053075
Florida,Age 0 to 16 years,Other,Margin of Error,2912
Florida,Age 16 and 17 years,Total persons,Estimate,471125
Florida,Age 16 and 17 years,Total persons,Margin of Error,3200
Florida,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,217300
Florida,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,2092
Florida,Age 16 and 17 years,Other,Estimate,253820
Florida,Age 16 and 17 years,Other,Margin of Error,2691
Florida,Age 18 to 20 years,Total persons,Estimate,750875
Florida,Age 18 to 20 years,Total persons,Margin of Error,4704
Florida,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,341420
Florida,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,2569
Florida,Age 18 to 20 years,Other,Estimate,409455
Florida,Age 18 to 20 years,Other,Margin of Error,3665
Florida,Age 21 to 24 years,Total persons,Estimate,1023615
Florida,Age 21 to 24 years,Total persons,Margin of Error,4525
Florida,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,475055
Florida,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,2687
Florida,Age 21 to 24 years,Other,Estimate,548560
Florida,Age 21 to 24 years,Other,Margin of Error,3639
Florida,Age 25 to 34 years,Total persons,Estimate,2532525
Florida,Age 25 to 34 years,Total persons,Margin of Error,1481
Florida,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,1210255
Florida,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,769
Florida,Age 25 to 34 years,Other,Estimate,1322275
Florida,Age 25 to 34 years,Other,Margin of Error,1689
Florida,Age 35 to 44 years,Total persons,Estimate,2434270
Florida,Age 35 to 44 years,Total persons,Margin of Error,1554
Florida,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,1171415
Florida,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,616
Florida,Age 35 to 44 years,Other,Estimate,1262860
Florida,Age 35 to 44 years,Other,Margin of Error,1678
Florida,Age 45 to 59 years,Total persons,Estimate,4087115
Florida,Age 45 to 59 years,Total persons,Margin of Error,5865
Florida,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,2418040
Florida,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,4542
Florida,Age 45 to 59 years,Other,Estimate,1669075
Florida,Age 45 to 59 years,Other,Margin of Error,3396
Florida,Age 60 to 64 years,Total persons,Estimate,1242145
Florida,Age 60 to 64 years,Total persons,Margin of Error,5783
Florida,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,844215
Florida,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,4539
Florida,Age 60 to 64 years,Other,Estimate,397935
Florida,Age 60 to 64 years,Other,Margin of Error,3478
Florida,Age 65 to 74 years,Total persons,Estimate,2084140
Florida,Age 65 to 74 years,Total persons,Margin of Error,940
Florida,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,1542510
Florida,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,431
Florida,Age 65 to 74 years,Other,Estimate,541630
Florida,Age 65 to 74 years,Other,Margin of Error,1043
Florida,Age 75 years and over,Total persons,Estimate,1713485
Florida,Age 75 years and over,Total persons,Margin of Error,785
Florida,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,1318140
Florida,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,279
Florida,Age 75 years and over,Other,Estimate,395345
Florida,Age 75 years and over,Other,Margin of Error,833
Georgia,"Total, all ages",Total persons,Estimate,10099320
Georgia,"Total, all ages","White alone, not Hispanic/Latino",Estimate,5466240
Georgia,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,1743
Georgia,"Total, all ages",Other,Estimate,4633080
Georgia,"Total, all ages",Other,Margin of Error,1743
Georgia,Age 0 to 16 years,Total persons,Estimate,2216355
Georgia,Age 0 to 16 years,Total persons,Margin of Error,2269
Georgia,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,991010
Georgia,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1678
Georgia,Age 0 to 16 years,Other,Estimate,1225345
Georgia,Age 0 to 16 years,Other,Margin of Error,2001
Georgia,Age 16 and 17 years,Total persons,Estimate,278820
Georgia,Age 16 and 17 years,Total persons,Margin of Error,2114
Georgia,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,134660
Georgia,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,1482
Georgia,Age 16 and 17 years,Other,Estimate,144160
Georgia,Age 16 and 17 years,Other,Margin of Error,1792
Georgia,Age 18 to 20 years,Total persons,Estimate,444740
Georgia,Age 18 to 20 years,Total persons,Margin of Error,3982
Georgia,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,208950
Georgia,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,2574
Georgia,Age 18 to 20 years,Other,Estimate,235790
Georgia,Age 18 to 20 years,Other,Margin of Error,2971
Georgia,Age 21 to 24 years,Total persons,Estimate,569945
Georgia,Age 21 to 24 years,Total persons,Margin of Error,3969
Georgia,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,273955
Georgia,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,2405
Georgia,Age 21 to 24 years,Other,Estimate,295990
Georgia,Age 21 to 24 years,Other,Margin of Error,2976
Georgia,Age 25 to 34 years,Total persons,Estimate,1378980
Georgia,Age 25 to 34 years,Total persons,Margin of Error,1841
Georgia,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,680900
Georgia,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,419
